dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.514641,5.100392,2.567678,1.670046,-0.601469,0.054604,0.383386
0.020000,4.545334,5.112945,2.600839,1.658058,-0.599423,0.102274,0.392965
0.020000,4.575691,5.125689,2.633762,1.646125,-0.596633,0.139516,0.401822
0.020000,4.605719,5.138596,2.666447,1.634258,-0.593356,0.163874,0.409959
0.020000,4.635431,5.151641,2.698896,1.622466,-0.589637,0.185929,0.417381
0.020000,4.664836,5.164800,2.731111,1.610751,-0.585717,0.195989,0.424094
0.020000,4.693944,5.178050,2.763094,1.599116,-0.581780,0.196880,0.430101
0.020000,4.722768,5.191367,2.794845,1.587556,-0.577973,0.190343,0.435407
0.020000,4.751317,5.204730,2.826366,1.576071,-0.574275,0.184868,0.440018
0.020000,4.779602,5.218116,2.857659,1.564653,-0.570866,0.170473,0.443936
0.020000,4.807634,5.231506,2.888725,1.553296,-0.567864,0.150091,0.447166
0.020000,4.835424,5.244878,2.919565,1.541990,-0.565316,0.127428,0.449711
0.020000,4.862982,5.258213,2.950179,1.530726,-0.563174,0.107063,0.451573
0.020000,4.890317,5.271493,2.980569,1.519494,-0.561619,0.077765,0.452755
0.020000,4.917439,5.284697,3.010735,1.508281,-0.560626,0.049641,0.453257
0.020000,4.944358,5.297807,3.040677,1.497078,-0.560181,0.022236,0.453080
0.020000,4.971081,5.310806,3.070394,1.485871,-0.560348,-0.008315,0.452223
0.020000,4.997619,5.323674,3.099887,1.474649,-0.561075,-0.036368,0.450687
0.020000,5.023978,5.336395,3.129155,1.463402,-0.562386,-0.065535,0.448469
0.020000,5.050166,5.348951,3.158197,1.452116,-0.564257,-0.093556,0.445567
0.020000,5.076189,5.361325,3.187013,1.440784,-0.566605,-0.117407,0.441978
0.020000,5.102056,5.373499,3.215601,1.429396,-0.569406,-0.140023,0.437699
0.020000,5.127770,5.385457,3.243960,1.417943,-0.572671,-0.163258,0.432726
0.020000,5.153338,5.397181,3.272088,1.406418,-0.576225,-0.177701,0.427054
0.020000,5.178765,5.408656,3.299984,1.394819,-0.579957,-0.186631,0.420680
0.020000,5.204056,5.419866,3.327647,1.383141,-0.583913,-0.197790,0.413598
0.020000,5.229213,5.430793,3.355075,1.371383,-0.587869,-0.197794,0.405803
0.020000,5.254240,5.441422,3.382266,1.359550,-0.591679,-0.190512,0.397291
