dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.710133,5.917772,2.802421,1.525351,0.561077,0.037242,0.450687
0.020000,4.737811,5.931129,2.833153,1.536598,0.562378,0.065015,0.448469
0.020000,4.765726,5.944513,2.864111,1.547883,0.564206,0.091419,0.445567
0.020000,4.793889,5.957904,2.895295,1.559214,0.566577,0.118550,0.441978
0.020000,4.822310,5.971280,2.926707,1.570602,0.569420,0.142135,0.437699
0.020000,4.851001,5.984622,2.958348,1.582054,0.572592,0.158630,0.432726
0.020000,4.879972,5.997907,2.990220,1.593577,0.576131,0.176958,0.427054
0.020000,4.909234,6.011112,3.022323,1.605176,0.579977,0.192283,0.420680
0.020000,4.938797,6.024215,3.054660,1.616854,0.583856,0.193935,0.413598
0.020000,4.968673,6.037191,3.087233,1.628609,0.587762,0.195314,0.405803
0.020000,4.998872,6.050016,3.120041,1.640440,0.591569,0.190357,0.397291
0.020000,5.029403,6.062663,3.153088,1.652343,0.595135,0.178288,0.388058
0.020000,5.060275,6.075107,3.186374,1.664307,0.598209,0.153703,0.378099
0.020000,5.091499,6.087318,3.219901,1.676319,0.600594,0.119228,0.367413
0.020000,5.123080,6.099269,3.253668,1.688362,0.602163,0.078448,0.355996
0.020000,5.155027,6.110930,3.287676,1.700415,0.602645,0.024095,0.343849
0.020000,5.187344,6.122269,3.321925,1.712451,0.601794,-0.042506,0.330973
0.020000,5.220036,6.133256,3.356414,1.724438,0.599370,-0.121229,0.317370
0.020000,5.253105,6.143859,3.391141,1.736339,0.595034,-0.216814,0.303045
0.020000,5.286551,6.154043,3.426103,1.748111,0.588602,-0.321574,0.288007
0.020000,5.320373,6.163775,3.461297,1.759707,0.579778,-0.441190,0.272266
0.020000,5.354566,6.173022,3.496719,1.771073,0.568303,-0.573785,0.255836
0.020000,5.389124,6.181748,3.532362,1.782152,0.553938,-0.718225,0.238735
0.020000,5.424039,6.189919,3.568219,1.792880,0.536407,-0.876530,0.220983
0.020000,5.459296,6.197502,3.604283,1.803192,0.515631,-1.038821,0.202606
0.020000,5.494882,6.204462,3.640544,1.813023,0.491549,-1.204083,0.183634
0.020000,5.530779,6.210769,3.676990,1.822303,0.464003,-1.377344,0.164098
0.020000,5.566964,6.216389,3.713609,1.830962,0.432911,-1.554582,0.144038
0.020000,5.603414,6.221296,3.750387,1.838928,0.398324,-1.729340,0.123495
0.020000,5.640101,6.225460,3.787310,1.846152,0.361213,-1.855557,0.102514
0.020000,5.676996,6.228859,3.824362,1.852560,0.320379,-2.041707,0.081144
0.020000,5.714067,6.231470,3.861524,1.858113,0.277646,-2.136617,0.059438
0.020000,5.751278,6.233274,3.898779,1.862758,0.232285,-2.268071,0.037451
0.020000,5.788595,6.234258,3.936109,1.866481,0.186111,-2.308707,0.015238
0.020000,5.822654,6.234440,3.970169,1.702997,-8.174186,-418.014834,6.280301
0.020000,5.856508,6.234146,4.004024,1.692752,-0.512247,383.096927,6.268618
0.020000,5.890547,6.233443,4.038070,1.702302,0.477509,49.487835,6.256357
0.020000,5.924777,6.232305,4.072319,1.712461,0.507954,1.522219,6.243480
0.020000,5.959205,6.230706,4.106784,1.723267,0.540282,1.616412,6.229947
0.020000,5.993838,6.228615,4.141480,1.734786,0.575968,1.784284,6.215717
0.020000,6.028680,6.226000,4.176420,1.747020,0.611691,1.786139,6.200745
0.020000,6.063739,6.222827,4.211622,1.760075,0.652738,2.052381,6.184982
0.020000,6.099017,6.219058,4.247101,1.773953,0.693924,2.059277,6.168378
0.020000,6.134519,6.214651,4.282876,1.788725,0.738582,2.232933,6.150878
0.020000,6.170247,6.209563,4.318965,1.804451,0.786323,2.387044,6.132425
0.020000,6.206203,6.203745,4.355387,1.821137,0.834277,2.397713,6.112960
0.020000,6.242383,6.197145,4.392165,1.838863,0.886318,2.602046,6.092421
0.020000,6.278784,6.189709,4.429317,1.857639,0.938769,2.622548,6.070743
0.020000,6.315397,6.181375,4.466867,1.877491,0.992594,2.691213,6.047863
0.020000,6.352210,6.172081,4.504835,1.898394,1.045171,2.628879,6.023715
0.020000,6.389204,6.161758,4.543242,1.920363,1.098452,2.664033,5.998235
0.020000,6.426354,6.150335,4.582109,1.943314,1.147545,2.454679,5.971364
0.020000,6.463626,6.137740,4.621452,1.967170,1.192783,2.261882,5.943047
0.020000,6.500979,6.123895,4.661288,1.991807,1.231866,1.954140,5.913236
0.020000,6.538359,6.108725,4.701628,2.017009,1.260119,1.412662,5.881897
0.020000,6.575699,6.092156,4.742480,2.042562,1.277634,0.875722,5.849009
0.020000,6.612920,6.074116,4.783842,2.068126,1.278189,0.027795,5.814571
0.020000,6.649929,6.054542,4.825709,2.093333,1.260364,-0.891275,5.778604
0.020000,6.686617,6.033378,4.868063,2.117717,1.219203,-2.058073,5.741159
0.020000,6.722862,6.010586,4.910879,2.140786,1.153465,-3.286873,5.702316
0.020000,6.758528,5.986140,4.954118,2.161980,1.059698,-4.688329,5.662187
0.020000,6.793470,5.960038,4.997733,2.180740,0.937989,-6.085460,5.620920
0.020000,6.827537,5.932302,5.041663,2.196503,0.788140,-7.492489,5.578698
0.020000,6.860574,5.902977,5.085839,2.208767,0.613182,-8.747864,5.535732
