dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,5.911678,5.902565,4.065000,1.500000,0.000000,0.000000,6.243480
0.020000,5.941645,5.901173,4.095000,1.500000,0.000000,0.000000,6.229947
0.020000,5.971591,5.899366,4.125000,1.500000,0.000000,0.000000,6.215717
0.020000,6.001506,5.897121,4.155000,1.500000,0.000000,0.000000,6.200745
0.020000,6.031384,5.894417,4.185000,1.500000,0.000000,0.000000,6.184982
0.020000,6.061214,5.891230,4.215000,1.500000,0.000000,0.000000,6.168378
0.020000,6.090985,5.887535,4.245000,1.500000,0.000000,0.000000,6.150878
0.020000,6.120685,5.883306,4.275000,1.500000,0.000000,0.000000,6.132425
0.020000,6.150299,5.878514,4.305000,1.500000,0.000000,0.000000,6.112960
0.020000,6.179812,5.873132,4.335000,1.500000,0.000000,0.000000,6.092421
0.020000,6.209204,5.867128,4.365000,1.500000,0.000000,0.000000,6.070743
0.020000,6.238456,5.860470,4.395000,1.500000,0.000000,0.000000,6.047863
0.020000,6.267542,5.853127,4.425000,1.500000,0.000000,0.000000,6.023715
0.020000,6.296438,5.845065,4.455000,1.500000,0.000000,0.000000,5.998235
0.020000,6.325112,5.836249,4.485000,1.500000,0.000000,0.000000,5.971364
0.020000,6.353533,5.826646,4.515000,1.500000,0.000000,0.000000,5.943047
0.020000,6.381662,5.816221,4.545000,1.500000,0.000000,0.000000,5.913236
0.020000,6.409459,5.804941,4.575000,1.500000,0.000000,0.000000,5.881897
0.020000,6.436880,5.792774,4.605000,1.500000,0.000000,0.000000,5.849009
0.020000,6.463875,5.779692,4.635000,1.500000,0.000000,0.000000,5.814571
0.020000,6.490393,5.765667,4.665000,1.500000,0.000000,0.000000,5.778604
0.020000,6.516379,5.750679,4.695000,1.500000,0.000000,0.000000,5.741159
0.020000,6.541774,5.734710,4.725000,1.500000,0.000000,0.000000,5.702316
0.020000,6.566518,5.717752,4.755000,1.500000,0.000000,0.000000,5.662187
0.020000,6.590551,5.699800,4.785000,1.500000,0.000000,0.000000,5.620920
0.020000,6.613814,5.680861,4.815000,1.500000,0.000000,0.000000,5.578698
0.020000,6.636249,5.660947,4.845000,1.500000,0.000000,0.000000,5.535732
0.020000,6.657802,5.640083,4.875000,1.500000,0.000000,0.000000,5.492260
0.020000,6.678425,5.618299,4.905000,1.500000,0.000000,0.000000,5.448537
0.020000,6.698076,5.595634,4.935000,1.500000,0.000000,0.000000,5.404826
0.020000,6.716720,5.572134,4.965000,1.500000,0.000000,0.000000,5.361392
0.020000,6.734332,5.547851,4.995000,1.500000,0.000000,0.000000,5.318485
0.020000,6.750896,5.522840,5.025000,1.500000,0.000000,0.000000,5.276340
0.020000,6.766340,5.497271,5.054874,1.487398,-0.630098,-31.504905,5.235332
0.020000,6.780529,5.471495,5.084299,1.455059,-1.616940,-49.342105,5.196047
0.020000,6.793400,5.445838,5.113005,1.415586,-1.973684,-17.837201,5.158907
0.020000,6.805011,5.420452,5.140922,1.376112,-1.973684,0.000000,5.124003
0.020000,6.815453,5.395416,5.168049,1.336638,-1.973684,-0.000000,5.091294
0.020000,6.824818,5.370800,5.194388,1.297164,-1.973684,0.000000,5.060709
0.020000,6.833192,5.346664,5.219936,1.257691,-1.973684,-0.000000,5.032163
0.020000,6.840659,5.323058,5.244695,1.218217,-1.973684,0.000000,5.005554
0.020000,6.847299,5.300028,5.268665,1.178743,-1.973684,-0.000000,4.980777
0.020000,6.853186,5.277608,5.291845,1.139270,-1.973684,0.000000,4.957723
0.020000,6.858390,5.255831,5.314236,1.099796,-1.973684,0.000000,4.936285
0.020000,6.862975,5.234722,5.335837,1.060322,-1.973684,0.000000,4.916358
0.020000,6.867000,5.214304,5.356648,1.020849,-1.973684,0.000000,4.897843
0.020000,6.870522,5.194594,5.376671,0.981375,-1.973684,0.000000,4.880646
0.020000,6.873590,5.175608,5.395903,0.941901,-1.973684,0.000000,4.864679
0.020000,6.876252,5.157358,5.414347,0.902428,-1.973684,0.000000,4.849858
0.020000,6.878551,5.139854,5.432001,0.862954,-1.973684,0.000000,4.836110
0.020000,6.880524,5.123106,5.448865,0.823480,-1.973684,-0.000000,4.823364
0.020000,6.882210,5.107120,5.464940,0.784007,-1.973684,0.000000,4.811556
0.020000,6.883640,5.091902,5.480225,0.744533,-1.973684,0.000000,4.800628
0.020000,6.884844,5.077456,5.494721,0.705059,-1.973684,-0.000000,4.790528
0.020000,6.885850,5.063787,5.508428,0.665586,-1.973684,0.000000,4.781205
0.020000,6.886683,5.050897,5.521344,0.626112,-1.973684,0.000000,4.772618
0.020000,6.887365,5.038788,5.533472,0.586638,-1.973684,0.000000,4.764726
